gene1	gene2	llmsa	count
DPF2	RUVBL2	21.62551180238608	60458
SLC4A1AP	WDR77	21.60844009782886	99180
ADPRH	HEXIM1	21.60695634846121	41187
ADK	HSD17B14	21.602824918360284	19461
CAMTA1	HDAC8	21.601031705557887	202897
MTRR	RAB11FIP2	21.597852326333566	207070
SMG6	TOP1	21.584065985359928	308801
HSPA2	SEPT2	21.57844297747687	34642
AIMP2	GGPS1	21.568413437820396	34644
CDC7	EDIL3	21.54941952307715	82099
CSNK2A2	SENP8	21.542199543918258	18939
LNX1	NR1H3	21.53934097758554	84499
MERTK	TNFSF15	21.51564551431369	57368
KLHL12	LRP8	21.480992946706863	130772
DIRAS1	HDHD3	21.458583662951014	16792
ANP32A	CHD1	21.43377591316434	155382
DDR2	PNPO	21.42086076495079	73733
GTF2F1	PAPSS1	21.41941563846609	97070
MAPK9	SERPINA12	21.41782388823691	59073
MAP2K5	MTERFD2	21.39901867970171	26975
MAPKAPK2	QPCTL	21.39368747069716	37140
ARHGEF4	LRRK2	21.392019353250248	684897
DGUOK	RIPK1	21.3860573423795	68147
DPYSL2	MST1R	21.38276156569065	286720
PSIP1	TJP1	21.38169759007871	329849
ADAM17	PTPN9	21.380491793151556	161706
FBXL3	GGA1	21.38037860256881	77484
DDIT4	GINS1	21.374914925620573	10741
CAPN7	NCOA3	21.365673454232677	518028
NRP1	RNLS	21.355921536328083	150999
FCHO2	MTERFD2	21.352742560590627	74073
CDKN1B	MPST	21.352481245991015	40313
ATRX	SPAST	21.347213174532783	390388
GRM5	HVCN1	21.346027978727477	122285
BIRC3	PHF20	21.34520742761279	342789
DOCK1	RASL12	21.336456595738454	176691
AKAP10	UCK1	21.33045013596407	52362
RRM2B	USP7	21.325190085594855	43388
PMM1	SERPINB3	21.323206538376894	44112
ACP6	KAT2A	21.312716076870117	98050
ARHGDIA	KYNU	21.312106782828913	45315
NGLY1	PPFIA2	21.306179782772546	240054
EPHA3	TES	21.303940050060575	134906
GABBR2	PTPN2	21.297153063910883	98194
DHX8	NPM1	21.292610268684363	52411
FOXP2	SIRT3	21.288422274707813	76640
CDK9	GRM1	21.28809814224823	94961
MAD2L2	NCOA1	21.287899762860036	131708
EIF4G2	STAU1	21.285565877791235	154965
BCORL1	YWHAB	21.28120827954588	142167
EP300	GSTO2	21.276740007881358	122756
IPO13	SLC9A3R1	21.272334168408847	120020
C12orf5	DUSP4	21.271370532632687	52742
PEBP1	THRA	21.26923531010908	21608
ANXA5	CSNK1G3	21.264524678701093	45637
EPHA3	GRIN1	21.25554667741146	341860
GALNT2	PCSK9	21.250009609985526	68518
MMACHC	NMRAL1	21.234687417365038	37854
PGR	TNKS	21.23061617250444	95453
DCUN1D3	PARG	21.228830465929548	118482
DGCR8	KIF3B	21.21324568806986	178837
ENO3	RGS7	21.206893143333332	44657
ASAP3	NEK2	21.187436100878273	176432
NF1	STK16	21.18263611673506	192553
RAF1	SSB	21.182131363682487	119125
SMG6	TRAF4	21.157339488788608	335803
ACTL7A	ITGB1BP1	21.15181550657806	39633
HDC	MEIS2	21.150633163474964	87473
GATM	PIP4K2B	21.142421683560514	35216
NCS1	PLK1	21.14133334172024	16269
SH3BP5	SREBF2	21.137932039535315	211146
HK2	UBE2J2	21.127848150667802	54574
CHMP4C	RGS7	21.12596828890429	33003
DUSP14	TCEA1	21.116013203457854	18634
IL20RA	LNX2	21.115646590820717	149241
EPHA7	SENP7	21.095824113737734	216179
KIF22	UROD	21.09043874515166	73776
AGO2	RIN3	21.085414453920976	176163
GPX8	IDH1	21.074239492493817	37911
SEMA7A	SND1	21.06689219045052	165847
AMFR	CCNT2	21.05665642289705	174137
METAP2	PRKAR1B	21.05428470401469	21179
AMPH	WRNIP1	21.044818165436027	98126
EGLN1	TRIM72	21.02967569374198	45494
OGG1	QPRT	21.029622309953652	34215
CDKN2D	MTA1	21.020040051801857	48150
KRIT1	QSOX1	21.019816104786017	188464
ETV1	GGPS1	21.018162191273547	37628
GRM1	IPO13	21.01537521242578	374851
CHN1	MARK2	21.003675727380568	87434
DUSP10	RNF41	21.00086653612777	54535
C19orf40	RGS6	20.998159741455453	40364
THBS2	TRAPPC4	20.997055045150546	73823
ALK	ERI3	20.994630616615282	127030
FLCN	HDDC3	20.97812311875333	36707
ARL1	TLR3	20.976817386694506	32066
ILK	PDLIM2	20.952015954279666	24380
TAF11	TWF2	20.94956492244151	14672
CSNK1G1	RASGRP1	20.94578599588786	92954
CDC7	CRYM	20.94529914093326	74877
ACVR1	CYP2B6	20.92818221911	91854
EIF2B1	SUPV3L1	20.922313001287336	74488
CTDP1	ZWILCH	20.919651038353862	167160
AIF1	BRD1	20.918340453213332	353832
IGF2BP1	RAB9B	20.91614635263869	42795
ADAMTS5	KDM8	20.893204401792673	138232
PTS	SCML2	20.880127290560026	39084
MYNN	SHMT1	20.871326397736325	123424
MTOR	PRMT5	20.870808970222186	193609
RND1	RTF1	20.86802122796923	41813
DCXR	PCYT2	20.848500112120774	41800
ECHS1	NADK	20.84700241638626	46317
ANXA5	MKNK2	20.84601978067954	60205
ARHGAP32	ATF2	20.8409717257189	342315
AK2	PRKCH	20.82379075309788	45375
ARL5A	OXSM	20.822516134986643	15820
GPX2	THYN1	20.821514473536524	20682
ITCH	MKNK1	20.82055481274719	90323
MGEA5	TAB1	20.812197992115294	123513
FAP	NHEJ1	20.80944414714895	86450
DAPP1	KAT6A	20.80253730231928	147316
CCNK	KIFC1	20.798012631855926	204785
AHCYL2	TATDN1	20.794334432976967	27246
CRYAB	NEDD4L	20.788039271240393	56745
CTNNB1	KIF1C	20.785597062085195	156265
ALAD	PSAT1	20.78452112025485	52299
IL22RA2	NRIP1	20.7707628325185	174042
BTK	TOM1	20.766116576038407	143588
NEK2	RBKS	20.756482259877103	59672
ATG12	MYH7	20.73986795382706	38061
HSPA8	LCK	20.73830384922988	91170
PGAM5	REM2	20.738191524500067	25860
EFNA2	TATDN3	20.735096809998588	13118
DDX41	ETS1	20.72821759816724	55759
GLA	KAT5	20.717823530016716	56938
GGT1	JUND	20.705860482130717	29559
BACH2	IDH1	20.697558092497857	130994
PTPRB	TEN1	20.683626832620348	136800
KDM7A	PNMT	20.677987711752692	137277
HNMT	KAT2B	20.67648442568664	78477
CIB1	PIWIL1	20.6723392429209	54823
KAT6A	POU6F1	20.67044577553355	238605
CAPN7	HMBOX1	20.670310908786526	103974
PDGFRB	WDR77	20.6667548679074	211030
KLHL7	MAPK6	20.663050143142584	113143
NR1D2	TBK1	20.6613668468342	185687
CTDP1	PIAS2	20.658909201792184	174355
FOS	GINS1	20.65306216199967	21555
AMFR	TBX3	20.644631112712588	129759
CSK	DDX25	20.641827452222202	86966
BRD4	SGOL1	20.640559251157242	371520
EIF4A3	RRP9	20.635654384690284	23879
AGO1	GSPT1	20.62549598914015	45114
CSF1R	SLAIN2	20.624086339840495	114981
DAPK1	SOCS6	20.613648353271614	342491
EPHX2	GTF2A1	20.601377029862135	27448
CAMTA1	PMVK	20.60056565013997	93287
AURKB	DECR1	20.586808559386725	35025
HDDC2	LACTB2	20.58405141875093	20039
EIF2B1	TRDMT1	20.58193688433485	46726
ERP27	ME1	20.579669569663793	18338
LIMS1	RNF8	20.578115855302286	30432
ACACA	CALCRL	20.57759029887417	306183
ALKBH2	SGTA	20.561695966908644	36954
AMD1	PARP2	20.55617710901408	50685
KYNU	MVK	20.55044225238484	72807
CD44	RARA	20.546280191259882	22424
MUT	PYCR1	20.545710991160377	82188
DUSP26	DYRK2	20.53423000671868	45001
DCAF4	RRAD	20.519230481504906	49801
LMO2	PLXNA2	20.506086636420918	58382
CARM1	CSNK1G3	20.499839424412208	57483
C9orf89	FAHD1	20.480499579422542	9863
ANXA8	TPK1	20.473960120370407	5255
AQP5	GALM	20.47320040777069	48100
APC	OARD1	20.4723991735234	184014
NLGN4X	NUDT18	20.46673372549138	88828
EBF1	PLA2G4A	20.453997734959287	68767
PLCG1	TBC1D22A	20.446223063997536	237358
KCNJ4	PNLIPRP1	20.445431960509723	91447
SDS	TBC1D20	20.43164682805555	68419
DNAJC3	SDS	20.42299492902316	76927
GADD45G	RAB3D	20.406955576279735	13284
CHN1	NAGS	20.396278652841772	61065
RNF146	STK25	20.389285720370076	56170
RABIF	TEK	20.38571616670376	40858
CRAT	SNUPN	20.373003440749656	111488
MPP7	PA2G4	20.360659040552832	90064
SPON1	SULT1E1	20.330112680237775	40131
HGS	VDR	20.326118585994706	92484
AKT1	SUPT5H	20.324246915489546	227612
PRKAR1B	USP15	20.320152886304683	79247
OTUB1	SNX9	20.313710725327937	48570
B4GALT7	RALGDS	20.294727019392205	111860
CCNDBP1	ENO3	20.290193804664852	29565
HBEGF	PPARD	20.289012026974902	29610
ATXN2	MMAB	20.269451669887786	83856
AAMDC	TAF1	20.26793689801285	66418
ING1	IQGAP3	20.267649737560696	263482
PRPF31	TOP1	20.26360551691559	80002
ENAH	VPS4B	20.260727532573526	78284
CCNK	CLOCK	20.25892833027585	173745
GNAI3	SMAD4	20.25243575764153	40744
RMI2	RYR3	20.250004274604635	104367
ARHGDIB	RCC1	20.23386103565109	37426
HSP90AB1	TPH1	20.229877385395923	91042
AK1	NDC80	20.214528339381104	50757
GORASP2	NMNAT1	20.213551913514777	53467
CUTC	KRIT1	20.210446339487042	66568
CHFR	UBE2T	20.204131857871573	35518
PYCR1	RILP	20.195406586964722	60769
MUTYH	SGTA	20.18725225269384	69072
ASPA	HAAO	20.182374863118184	11680
COMTD1	SNTB2	20.18155180071591	62487
ITGB2	TFAM	20.179696529782746	15728
APPL1	POLR3C	20.17964799610982	138158
RORC	RRM1	20.171091362511447	98898
CYGB	MDM4	20.162780719967316	59154
NDC80	PIK3CA	20.160803041569068	161076
ADSS	CPSF7	20.150913500876385	72968
BRD1	KAT8	20.143977647480213	184382
PHPT1	TAF1	20.141290330276036	63692
NT5E	S100A6	20.135355976370874	34214
DDX3X	PDIA6	20.132932637273356	78378
GSN	PCNA	20.13131275880275	55526
CDC7	WRNIP1	20.12825067813867	109277
HPN	YWHAG	20.127378418274276	32673
FNTB	NR3C1	20.12202569884795	102032
FBLIM1	PIWIL2	20.119668344526275	69650
PRDX1	UGDH	20.114583433339583	21466
HGF	RARG	20.110441719501075	101118
CDK16	CDKL5	20.095854313651444	157301
HMGCL	SMAD3	20.07889690532447	28382
CYP1B1	KCNJ4	20.05648429445904	122094
CBX3	CDCA8	20.05265601630225	4568
DPYSL3	PSMC4	20.043058096148272	66490
B4GALT1	PHF2	20.03745349370945	128625
GEM	RASA1	20.02962374792527	96460
SATB1	USP15	20.02652898464173	259315
BECN1	IGF2BP1	20.026247956743255	69510
CACYBP	PAK4	20.015306420252813	49138
CCNK	GGPS1	20.007446791436337	45170
EIF4A3	SERPINE1	19.998305894172347	21685
RXRA	SF3B1	19.9966562436705	44870
ARHGAP35	SULT4A1	19.96064968546858	137742
MEPCE	SEMA4D	19.92956774782266	227248
CSNK1D	MAPKAP1	19.924611249823243	36564
DPF2	HEXA	19.916020410539033	63507
BAIAP2	OCRL	19.901932845898642	232017
ATIC	RAB1B	19.89977906453001	39359
PKD2L1	VPS25	19.89848173203366	59241
CST7	PPARA	19.89819726206406	25638
MLF1	TCF7L2	19.86864834994269	47674
PUS10	RAD9A	19.857458244827654	74621
ARHGEF4	WAPAL	19.846698332609748	295782
EIF4G2	TRADD	19.84617246585117	121716
DDR2	PPP2R5C	19.83482166732376	85488
ARHGDIA	UBE2S	19.82585716631766	14120
MEN1	MTMR2	19.82561050517984	163329
ACAT1	TXNL4B	19.81920429001116	18744
NHEJ1	PRPS1	19.80693850794185	10547
LIG4	NR1D2	19.794421281542967	248038
ACVR1	SYN3	19.774904432396113	104200
CCDC101	HUS1	19.773325295567417	39748
RILP	SUPV3L1	19.7715918898553	103145
TK1	UBA5	19.771183198715505	30018
CXADR	GLIPR2	19.769877699658934	21618
GPX5	SSB	19.76505870272419	42682
ADAR	DCTD	19.76390728449789	55270
RAB27B	TEK	19.75223517003721	82455
GGCT	UBR5	19.749379383531224	109952
MAPK6	RGS6	19.74291499682967	104499
SDS	SUMF1	19.736968790310186	40329
POLD3	RNF146	19.72482547270934	72100
GATM	PAPOLG	19.719957962665916	85091
FES	PPIE	19.71870937333624	155147
DDX19B	LARP4B	19.716390123569404	123816
SAT1	STK16	19.706573363187488	22074
SRPK2	ZC3HAV1	19.691235884834185	64676
GSTA1	SNRPF	19.685903200238243	1317
ERI1	PDLIM1	19.680903890298055	43299
IST1	TRAPPC6A	19.669698805077388	15824
HNRNPL	TXNL1	19.643598086539598	38240
CDC20	SULT4A1	19.643544783296093	47850
BRCA2	SF3B14	19.637027187342397	36274
HRAS	MTR	19.63622942035647	89180
NCS1	TLR2	19.631462116472232	34452
ACADSB	AP1G1	19.63051449119402	77312
APBB1IP	PVRL1	19.625630528880578	126398
NCOA5	S100A2	19.622276054433172	36554
CYP1B1	SNX9	19.620981855739245	111870
PRDX6	PRKG1	19.615797342942663	36297
CD274	EBF1	19.60849296320592	32429
ARHGAP9	RNGTT	19.582537114877525	72712
MUM1	SMS	19.576880832035386	46702
CXXC1	KDM8	19.564943394615028	77604
DCAF5	PIWIL1	19.5588574625161	382612
ETFA	JAK1	19.55853499093066	134653
CASP6	ZBTB16	19.552937601251955	78836
NT5C	RAB27B	19.547177039800573	19115
PIM1	RPL30	19.54626993790862	4938
CAP1	FGF23	19.545811567073848	43456
TBC1D7	THAP4	19.545669614867293	20332
ANGPT2	PC	19.533227061235777	375534
EIF4G3	FBXL3	19.52833442450884	176448
AP4M1	CYP2C8	19.528305427735916	104863
MACROD1	RAMP1	19.527570751258537	3117
CDC27	TNIK	19.527372108776007	246035
CYP2R1	PLK1	19.51931720914466	126161
TBRG1	WDR92	19.517511792975995	38668
MAPK6	SAT1	19.51695729998086	49278
GRB7	TNFSF13B	19.514227599841377	58957
CASP7	ERH	19.50380466103023	5253
SENP2	UBE3A	19.498938109428124	88290
L3MBTL1	RBBP4	19.48766664328118	41034
DDX19B	KAT5	19.487563797956188	50464
RALGDS	RPA2	19.482785537159252	88132
BACE1	NUDT9	19.476665088719727	64533
CASP1	MSN	19.46939765233668	43672
HMOX2	HUS1	19.455526310719733	46466
OXSM	SNCA	19.452595810209317	32250
FERMT2	RBBP4	19.446121347166226	34437
FANCL	SPTB	19.399558624674796	353727
CHKA	DAPK1	19.397081480320338	192325
DMAP1	RASGRP1	19.39396648016212	124258
FAIM	ZHX1	19.370093445348516	88280
BMPR2	RND1	19.36925302832394	104380
PPP5C	SDR39U1	19.36795035919522	48876
GINS2	HLTF	19.36175380983559	62906
CAMK1	RGS6	19.356419978047683	39309
GSTZ1	VRK2	19.35399673492344	30946
CDKN3	ORC6	19.348157647359457	19020
CEP170	UBA3	19.34437743056931	270342
CSK	USH1G	19.338983648712855	98928
CPSF3	SCP2	19.338467885349587	11972
DPF2	FAF1	19.328206101851066	64853
ANGPT1	SMURF2	19.32471738629372	80031
DHH	TXN	19.31489715696391	16158
DCLK1	WDR92	19.311802077295894	72632
ACP6	RNF31	19.300284939785676	103068
CA7	MCIDAS	19.297112323360267	34248
BTF3	NEIL1	19.295838818992365	12567
NDC80	SULT1E1	19.289852550016406	40680
BCL2L1	XPC	19.285617701797534	117148
DUSP15	STK24	19.283433879158537	21062
GPX7	MASP1	19.28013352810177	57333
MACROD1	RHCG	19.267815852156616	12663
ACADSB	SET	19.256335244571517	16594
DDI1	WDR92	19.248050537127185	46106
AHCYL1	NFATC2	19.240361007930254	96097
CHMP3	DCLRE1C	19.23946215887682	47686
BRDT	SRI	19.236254753589208	65590
PITRM1	WIF1	19.230479483672468	128588
PDLIM2	PPARGC1A	19.228284591434964	80321
ATOX1	KCNJ4	19.18768795923595	10744
MAST3	PSMD10	19.177279096055173	115022
ARHGEF4	PDCL2	19.171901884940382	70918
RAB11FIP3	UPP1	19.1684024234344	89088
ADAMTS5	AP1G2	19.16010608112748	243484
CASP6	PICK1	19.143053549475397	30607
HGF	TYMP	19.130903028974615	93718
NSMCE1	PITPNA	19.130392841544563	14296
GALM	RAP1B	19.122463175826326	12358
PEX3	PTGDS	19.112556932081105	18666
LIMS2	RAF1	19.10806144278598	71369
GFPT1	PDIA4	19.104231347845626	136192
CRYM	KPNA2	19.10325423377006	70943
DGUOK	KHDRBS1	19.100060470877764	39760
INSC	NCOR1	19.09878800010776	528120
GPX8	MTRR	19.091277552069442	95538
CHKA	LIMK1	19.08036323463042	91961
GLYR1	RASA1	19.07730462142389	98910
PEX5	SRM	19.075335827361243	71106
NMNAT1	RHCG	19.07411527805013	55638
FTO	QPRT	19.067192420266196	41860
GIPC2	NT5M	19.06700303616543	25367
KHK	PDIA4	19.062456356988022	94178
NUDT1	SYN3	19.046440660771907	49810
GLIPR2	TTC5	19.04206200716986	23947
ILK	TRIM33	19.0392528007376	105520
COTL1	PAK1	19.025329093667217	16765
CABP1	TGFBI	19.024040015581306	45728
CASP1	NT5C2	19.00797794952547	32140
APAF1	ENY2	18.997944824498134	33280
FKBP6	PANK1	18.991310041617943	39246
DDX52	ERN1	18.98959598412742	167560
CDK5	GFRA3	18.984176826858253	7549
ARHGAP15	RGS8	18.972985482396	34484
FECH	TAL1	18.970941088731536	19454
GRM1	NUDT3	18.963522382815853	47133
PEX19	SNX33	18.95786421624694	61022
EGLN1	SUV420H2	18.941078480705386	22910
PCID2	PTPN13	18.935104679812383	314368
NOG	TATDN3	18.932920031354087	23821
ACSS1	ERI3	18.930682333445816	49959
SYNJ2BP	TRADD	18.93059063872346	6724
SRI	STYX	18.91267591045579	13048
BECN1	EPHA5	18.90472959193397	119782
DLG2	NLRX1	18.902000092037326	283406
DCUN1D3	RAB26	18.900187095759236	26946
FGF23	KCNH2	18.89456593511514	81032
CTH	FKBP1A	18.89352878186733	11812
CA2	WDR92	18.89325974364128	38660
CBX1	ROS1	18.887761281644913	187653
GLMN	UBE2B	18.86939612703155	10425
INSC	MTHFD1	18.869263951309755	187205
CHMP1A	RET	18.86474195912293	80578
FGF9	HIST1H1E	18.854148853302505	20793
METTL21A	PRPF4	18.846930711399324	44864
GRIP1	WRNIP1	18.832213668233862	171885
DIMT1	MAPK12	18.82882185904913	37932
NAMPT	PPIP5K2	18.828196356474663	134916
BOC	DUSP4	18.82659438406219	200516
RBX1	SEPT3	18.824125500727263	2190
PTPRN	SH3KBP1	18.821193090603373	196840
LCK	NME1	18.819241085872818	37466
ECHDC3	SF1	18.815462144166702	48138
PDE6D	TOP2B	18.813448448180537	23738
KDM5A	SPAST	18.80950692612764	246540
NPC1L1	UBE2V2	18.808151662647205	63081
DKK1	JUND	18.805309222500725	8244
GALNT2	NR1D1	18.800277923684135	94034
C11orf30	SMN1	18.79769501956764	170378
ETV1	SERPINB3	18.795786124647975	82368
CRYBB3	FKBP3	18.78693906344418	23877
PCNA	PIM2	18.784332831970858	22915
NFKBIA	OS9	18.78429836487649	48444
FBXL3	IFIT5	18.78226765102464	72368
PAICS	RARA	18.780232218838876	57184
CTDP1	FAIM	18.774362347823285	52128
BBOX1	DIRAS1	18.770890715401094	24106
KARS	VEGFC	18.77030700860314	75426
GSTA1	VTI1B	18.7581193256828	8047
GRB14	NR1H4	18.7574523307143	99297
QPRT	RGS3	18.75579685810004	81502
CEP55	CPSF4	18.75110663642218	29312
HBA2	TRMT10A	18.74426526549138	29829
GSPT1	MAPT	18.743899235110135	69469
DOT1L	DUSP26	18.742037247706705	159809
DUSP18	MLYCD	18.74055679162373	49835
DPYSL3	FAM105B	18.735896768928974	66741
THBS2	U2AF2	18.730735746412776	122842
ELAC1	RPS6KA3	18.72449365357958	74904
NR1H4	PRDX2	18.718140719882555	33479
PIK3R1	PTP4A1	18.718074813739804	31755
ACOT13	MSH2	18.715963529135024	53624
CHMP4B	GALNT2	18.694213901378305	27674
ENY2	STIM1	18.68957746163222	17999
BMI1	NUDT3	18.68050152339734	11560
ANGPT1	SHH	18.673972141768047	84951
MUTYH	RMI2	18.671265238482448	12518
CTNNA1	TERT	18.660579898660913	135610
GINS1	TXNIP	18.658463496551207	23838
SMS	ZBTB17	18.6384928730445	133202
AHI1	MEIS2	18.63078310838738	123839
INPP5B	MAGOH	18.629736588265896	4528
POLD2	RP2	18.624463087040198	81208
TPK1	TXNDC5	18.618051947664725	24218
DCAF12	SERPINE1	18.616767717647008	58671
HEXA	PSPH	18.611832007660496	42697
MTHFS	PDE2A	18.608869508587816	53296
MCIDAS	RUNX1	18.605844820831408	53964
CALCOCO2	ROR2	18.598613803943675	103516
JMJD6	NEDD4	18.59544670962378	108940
GPX8	TCF7L2	18.594795467410414	46054
AGFG1	HRSP12	18.58216796486701	33818
NR1I3	PSMD10	18.576437448891312	32885
AHCYL1	YWHAQ	18.572012457430446	24819
CRYL1	RAD18	18.5685322498652	10810
GART	KRAS	18.565566434021065	28611
PPP5C	UNG	18.557548898929	35712
AGFG1	KRIT1	18.55629320444843	158152
IFIH1	ZDHHC17	18.553856707030747	207870
SERPINE1	TBC1D20	18.544573102015292	76417
AIFM1	MAPK7	18.541027212106854	109568
CAB39	PPP5C	18.53109863974342	24936
NUDT6	RGN	18.524540361825828	43342
EPHA5	PLEKHA1	18.517970892342436	148937
CAMK2A	GIMAP4	18.511800538851162	3625
ITGB1BP1	THRA	18.489357972839713	19796
CYP2R1	ERP29	18.483900573458158	55636
CRADD	PTPRD	18.4768980220365	116498
MST1R	RAB11A	18.474293910733124	67370
CDYL2	GPHN	18.47356266579837	73060
CD40LG	PNKP	18.46501825126353	39623
GEMIN7	PDE4A	18.464733973766513	29420
PDIA5	RORA	18.459090422068076	66400
HDDC2	HS3ST5	18.45233052341409	21624
EFNA2	TTPA	18.424017580255878	15192
PRDX1	UBE2V2	18.41977633858535	7971
CDKN2D	CYP7A1	18.40415796012394	37939
ACADSB	GNB2L1	18.389392105129694	40256
SAT2	YOD1	18.378038628624637	14093
FNTA	PREP	18.36292229735094	63408
MAP3K5	SH2D1A	18.355365660421086	46630
CENPA	RELA	18.340401472008637	7156
RMI2	TNFSF10	18.331724857861104	6293
OLA1	TRPV2	18.301672469076927	103415
PHKG2	PXN	18.298582097103576	86958
PEX3	RPGR	18.29756702155487	72558
ACBD7	SDS	18.286641446895686	18836
KLHL40	UBE2K	18.283431127410978	28514
CBLB	PPME1	18.2762482794912	92799
STX6	UPF3B	18.272131159023857	34883
PPWD1	RHPN2	18.268510631339495	136858
CCBL1	DUSP9	18.25574728840033	86301
HGF	RAB18	18.251166840248217	61142
FKBP3	PTPRF	18.248712387926545	167373
AOC3	RAE1	18.24006735836781	95084
ADAMTS1	KHDRBS1	18.235299294299608	136381
DUSP5	MTAP	18.22667643447359	41992
RNF2	SYTL4	18.22584386429328	56847
DAO	NR5A2	18.21117925038176	67152
GPX8	MTA1	18.209379217476254	85865
FGFR1OP	FKBP4	18.20379264379349	68481
NCOA3	SSU72	18.202923001500665	112576
LEPR	STK25	18.198499705828198	178406
ECE2	SEPT2	18.183951507219405	21628
NFKB1	PLEKHO1	18.175672151558047	181597
ALDH5A1	PPP5C	18.1710685996602	58008
CTDSP2	MALT1	18.163790546953777	72220
APOH	FLCN	18.157775209759222	39120
PLEKHA3	RGS3	18.157449113602382	116156
PDIA4	POLB	18.153329765969417	75045
BDH2	OAT	18.144170588259783	38333
PECR	TOP2B	18.12272116599118	78765
NT5M	RPA1	18.121955254117623	47775
FOLR2	SENP2	18.113293243373334	34596
CHEK2	STAU1	18.11298438938249	56235
BLMH	PWWP2B	18.106187711705445	118331
HNRNPL	SNTB2	18.10520510342181	102894
PC	PSMD10	18.085453086297207	145078
LANCL1	PPP2R1A	18.08304921589879	43112
EIF3K	PARVB	18.071090682973164	22768
ADSL	CBX1	18.066415586507667	24011
GALNT10	PTPRN	18.05775631665142	182740
ACAT1	EFNA1	18.038889659883296	23847
FNTB	TRAPPC6B	18.035397279559042	17760
DGCR8	WDYHV1	18.02864860636717	51190
DPP4	UBR5	18.02654562213911	387712
CDC7	RAB18	18.007721597612843	46477
ESRRG	GALM	17.998661612022318	29938
CHMP1A	DCLRE1C	17.98306290346119	50047
ENOPH1	GMNN	17.979696684235705	18840
FBLIM1	PDCD6IP	17.974232531593472	69650
DCAF6	RANGAP1	17.965630679320796	180474
ALKBH3	DDX58	17.959293615174005	55222
PPM1K	RTF1	17.957169776462962	63590
ERBB2IP	PRDX2	17.953488193710683	115312
HMBOX1	MAPK9	17.951513057462556	39508
CBFB	KDM4A	17.94008004731441	38440
BSG	GNB2L1	17.93867803730072	17268
RXRB	SAR1A	17.93002007514127	122724
GPX2	SRPK2	17.919916133585545	46698
OXSM	PLEKHB2	17.917034592448545	37520
TLR4	TXNL4B	17.91326431805765	56986
MAPK6	TERF2IP	17.905678183519647	54730
PAH	TPX2	17.904491130459604	100160
DDB1	YAP1	17.90384761003022	64882
PDCD4	SEPT2	17.900685094879705	43612
PARP12	UCHL5	17.898963150809465	50060
DDX47	YWHAQ	17.897276573826126	33617
ESRRG	LIMS1	17.88989198443283	12347
C11orf54	KAT2B	17.884738436250018	74264
KIT	YY1	17.880388952929152	14140
GRB14	TNKS	17.869426971709387	147199
CHMP4C	PLEKHO1	17.868390301807693	50929
BRCA1	KPNA1	17.86627236549839	235744
ECHDC3	PBRM1	17.85940287786687	168964
ACOT11	GEMIN6	17.855322847410207	55774
FKBP2	PRKCA	17.85500547188576	26454
CYFIP1	LTC4S	17.84761950182113	25818
ARHGAP9	BCL2A1	17.836651220913836	29504
HINT2	PGD	17.835307875876566	15648
CKB	PDLIM5	17.82647962078437	76020
DCAF4	PPME1	17.810839815392313	48145
PHPT1	PPCDC	17.809859886335488	8388
APLP1	WRNIP1	17.80654602006763	90986
MKNK2	UPF3B	17.805924832249637	75431
MDC1	NDC80	17.804312982764046	35449
MST4	SOCS2	17.798311239574872	19498
BBOX1	SRP19	17.79521136654941	18587
PDCD6IP	TLE1	17.78130514030022	155974
SF3B1	TNFRSF21	17.773472644798034	94605
HSP90AB1	PRDX6	17.772793544336672	53397
FKBP1A	GINS4	17.77137195906795	5637
ERP29	GGA1	17.75390208776041	71572
ACMSD	PPARG	17.747539719842734	51008
GIMAP4	RAC3	17.747012015334263	2777
MIOX	TNIK	17.744960532380638	145230
EIF4A2	MARK1	17.737156117310732	53200
DDX3X	MEMO1	17.7342420935731	33163
COPS5	PIK3C3	17.72485145411161	19204
ADORA2A	E2F1	17.714972895352105	82212
GUCY1A3	UBE2K	17.712206537851856	25794
CEP55	CTPS1	17.705913244821318	59374
ABCB10	HDAC8	17.702000310892544	74721
RAD18	TCERG1	17.70179341485641	40000
PMM1	PUS1	17.700644324799285	30768
ARG2	DHRS11	17.69929234287605	37274
NR1H3	TXNRD1	17.6968722511873	52129
ACTN1	PIR	17.68898064946049	41360
CLIC4	ETFA	17.683242397774734	20047
JAK1	PDE6G	17.673663066104496	43269
PCBP1	SHMT1	17.665565769044818	64709
DCTN6	SRPK2	17.65684060825653	26650
DDAH1	SPIN1	17.653584194728523	16785
ARL8A	MEN1	17.653230203231644	20760
ENO3	FGF4	17.64376323050311	26592
H2AFY2	TOP1	17.637063068238916	66424
RLBP1	SRXN1	17.636611050173144	14146
GMEB1	RASEF	17.629387860012997	207471
CUTC	NDEL1	17.613972216740137	31472
PPP2R3A	SENP2	17.600576311285252	53570
CCNDBP1	VPS36	17.585284516486723	23075
GP1BA	STYX	17.56056670276473	27923
KCNIP1	OTUB1	17.558706778995628	22470
CD40LG	CDK6	17.54318926054291	31101
FGF23	PPIL1	17.53788063766875	12232
AGFG1	HAAO	17.520722622627233	17627
CDC26	NCOR2	17.51912603082473	93533
CAMTA1	XPO1	17.518225303753887	268231
CBL	KAT8	17.498480080005045	114017
FOXO1	TIMM44	17.488208018643448	135682
